"question","freq","percent","percentofcases"
"dmg_infra_market",32,22.0689655172414,35.1648351648352
"dmg_infra_sorrounding",46,31.7241379310345,50.5494505494505
"dmg_storage",1,0.689655172413793,1.0989010989011
"move_restriction",57,39.3103448275862,62.6373626373626
"other",1,0.689655172413793,1.0989010989011
"did_not_answer",8,5.51724137931035,8.79120879120879
"Total",145,100,159.340659340659
