"country_ID","country_name","price_petrol_normalised","price_diesel_normalised","price_bottled_water_normalised","price_treated_water_normalised","price_soap_normalised","price_laundry_powder_normalised","price_sanitary_napkins_normalised","cost_cubic_meter","exchange_rate_result"
"YE","Yemen",325,375,110,115,135,100,525,1500,580
