"date","price_petrol_normalised","price_diesel_normalised","price_bottled_water_normalised","price_treated_water_normalised","price_soap_normalised","price_laundry_powder_normalised","price_sanitary_napkins_normalised","cost_cubic_meter","exchange_rate"
2018-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-01,2.49999999999999,-8.37988826815642,-2.08333333333334,20,-7.14285714285714,0,-1.4018691588785,-8.33333333333334,9.00000000000001
