"date","governorate_name","governorate_ID","district_name","district_ID","calc_price_petrol","calc_price_diesel","calc_price_bottled_water","calc_price_treated_water","calc_price_soap","calc_price_laundry","calc_price_sanitary","cost_cubic_meter","exchange_rate"
2019-01-02,"Sana'a","YE23","Sanhan","YE2305",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Sana'a","YE23","Khwlan","YE2312",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Aden","YE24","Al Buraiqeh","YE2404",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Aden","YE24","Khur Maksar","YE2408",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Lahj","YE25","Al Milah","YE2508",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Lahj","YE25","Tuban","YE2515",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Amran","YE29","Jabal Iyal Yazid","YE2912",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Amran","YE29","Amran","YE2915",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Al Dhale'e","YE30","Qa'atabah","YE3003",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Al Dhale'e","YE30","Ad Dhale'e","YE3006",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-02,"Socotra","YE32","Hidaybu","YE3201",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Ibb","YE11","Yarim","YE1102",12.3076923076923,14.6666666666667,-7.69230769230769,-50,15.3846153846154,-33.3333333333333,-9.09090909090909,-20,-2.85714285714286
2019-01-03,"Ibb","YE11","Hazm Al Udayn","YE1109",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Ibb","YE11","Dhi As Sufal","YE1116",12.3076923076923,22.8571428571429,0,233.333333333333,-7.69230769230769,-24.2424242416667,-10,-25,2.28070175438597
2019-01-03,"Ibb","YE11","Mudhaykhirah","YE1117",NA,NA,NA,NA,NA,NA,NA,NA,NA
