start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-05-05T21:37:37.448+03:00,2019-05-05T21:42:12.376+03:00,5/5/2019,ee.humanitarianresponse.info:6zeNqVUjeyQPw603,5/5/2019,????? ????,NFHD,,YE23,YE2312,Antar shop,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,Do_not_know,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Wholesaler,,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,2,,2,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54788010,6838a849-b312-447a-9931-599c1cb6656a,2019-05-05T18:42:15,,257
2019-05-05T21:50:17.579+03:00,2019-05-05T21:55:20.017+03:00,5/5/2019,ee.humanitarianresponse.info:6zeNqVUjeyQPw603,5/5/2019,????????? ???????,NFHD,,YE20,YE2008,Al Hamdani shop,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,10,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,500,500,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE20,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,3,,3,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,520,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54788429,2cdca369-42d4-4c99-acd8-f977f0ad9208,2019-05-05T18:55:24,,260
2019-04-30T21:30:15.439+03:00,2019-04-30T21:34:45.430+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,???,YSD,,YE23,YE2304,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,75,75,,,yes,yes,,160,160,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1250,6,,8,yes,7500,12000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54430808,d86eba84-cb35-4740-b055-85ccfae5850f,2019-04-30T18:34:53,,168
2019-04-30T21:24:56.414+03:00,2019-04-30T21:29:45.807+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,????,YSD,,YE23,YE2304,Al Hataresh,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,1250,6,,8,yes,7500,12000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54430422,823262a4-3061-4eca-b24c-56a5604590ee,2019-04-30T18:30:11,,167
2019-04-30T22:01:48.300+03:00,2019-04-30T22:06:24.961+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,????,YSD,,YE23,YE2301,Jadr,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,60,60,,,yes,yes,,150,150,,,yes,yes,,90,90,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,900,6,,8,yes,6500,9000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54433280,66681fa9-59bf-4232-b1a2-ac1c6f59a868,2019-04-30T19:06:46,,173
2019-04-30T21:55:27.108+03:00,2019-04-30T22:01:31.911+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,????,YSD,,YE23,YE2301,Jadr,Urban,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,30,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Mobile_money,1,1,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,60,60,,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,900,6,,8,yes,6500,9000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54432879,03e774cf-fb02-4e19-a4af-2d33bbfb633b,2019-04-30T19:01:47,,172
2019-04-30T21:50:01.128+03:00,2019-04-30T21:55:13.000+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,????,YSD,,YE23,YE2304,Sarf,Urban,yes,Cash Mobile_money Credit_debit_Card,1,1,1,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,25,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,110,110,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,7,,10,yes,7000,10000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54432468,b08b6d0a-7e36-4dd5-8b66-2f7dbdcaef19,2019-04-30T18:55:25,,171
2019-04-30T22:29:27.376+03:00,2019-04-30T22:33:43.777+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/28/2019,????,YSD,,YE23,YE2301,Al Arah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,75,75,,,yes,yes,,150,150,,,yes,yes,,90,90,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,5,,10,yes,6500,10000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54435111,5c41c71c-a26a-4c75-b697-94b0cc5d7019,2019-04-30T19:33:48,,176
2019-04-30T17:34:22.146+03:00,2019-04-30T17:54:21.335+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/20/2019,????,YSD,,YE13,YE1310,Mothallath Rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,6,,8,yes,7000,10000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,505,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,54399375,afeb235d-4314-45a2-b9b1-19122014e775,2019-04-30T14:54:28,,158
2019-04-30T17:27:53.544+03:00,2019-04-30T18:07:41.310+03:00,4/30/2019,ee.humanitarianresponse.info:Ypc00zOmcKxApYHq,4/20/2019,????,YSD,,YE13,YE1310,Mothallath Rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,60,60,,,yes,yes,,140,140,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1000,6,,8,yes,7000,10000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,505,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,"The most important comment on this market is that the feul isn't available in official stations, but it does in some black markets and it’s very expensive where it costs between 800 - 1000 YER per liter ",v2ZtbFxdMLUeS6K3smMjSx,54401124,45201092-8e9a-4c04-8cf4-772dd7801060,2019-04-30T15:07:52,,159
2019-04-30T18:07:52.567+03:00,2019-04-30T18:25:07.120+03:00,4/30/2019,ee.humanitarianresponse.info:Ypc00zOmcKxApYHq,4/20/2019,????,YSD,,YE13,YE1310,Al Khamees,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,75,75,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1200,8,,10,yes,8000,10000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,505,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,54404585,facf0932-1d3a-4d57-a85a-9ef47a5db309,2019-04-30T15:25:14,,161
2019-04-29T03:09:10.800+03:00,2019-04-29T03:25:10.500+03:00,4/29/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/20/2019,????,YSD,,YE13,YE1310,Mothallath Rawe'a,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,430,430,,,YE18,30,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,70,70,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1100,6,,10,yes,7000,1000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,505,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,54210968,7c8fdf6c-ef2f-4342-b9ce-3be823fed0f2,2019-04-29T00:25:19,,157
2019-04-24T22:23:11.230+03:00,2019-04-24T22:29:44.576+03:00,4/24/2019,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,4/22/2019,?????,TYF,,YE15,YE1508,Al Bereen,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,400,400,,,YE24,1,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,500,500,,,YE15,Wholesaler,1,Insecurity_and_instability Transportation_issues Other_see_next_question,0,0,0,1,0,0,1,1,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,8,Private,Pumping_Station_or_Borehole,no,2870,20,,40,yes,15000,20000,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,505,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,53883466,e5dee1f4-594a-41f7-9bcc-4eb50763fa02,2019-04-24T19:29:49,,82
2019-04-24T10:13:49.910+03:00,2019-04-24T10:30:42.893+03:00,4/24/2019,ee.humanitarianresponse.info:QdzZlx4faVRSgnUx,4/22/2019,Iad,SI,,YE15,YE1514,Al Turba,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE25,1,Insecurity_and_instability Supply_shortage Transportation_issues,0,0,0,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,no,75,130,139,,,yes,no,5260,3500,67,,,yes,yes,,500,500,,,YE24,Vendor,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,yes,3500,1,,20,yes,25000,30000,Price_inflation Liquidity_shortage Supply_shortage Government_regulations Transportation_issues,1,1,0,0,1,1,1,0,0,0,0,yes,505,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53799219,13ac0ab1-2d5b-4989-9589-fd8b84a16186,2019-04-24T07:30:42,,65
2019-04-23T01:29:46.020+03:00,2019-04-23T01:39:36.104+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/22/2019,???,TYF,,YE15,YE1512,Dimnat Khdeir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,370,370,,,YE13,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,90,90,,,yes,no,100,250,200,,,yes,yes,,130,130,,,yes,no,9,450,500,,,YE15,Wholesaler,14,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,1,,7,no,,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,514,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,"The feul of this station is from the government, but it's commercial in the surrounding ones which means that  the government may turn to sell the commercial petrol when it runs out of it.  ",v2ZtbFxdMLUeS6K3smMjSx,53669959,46f119f1-5f12-4c6b-960a-af91b0934cd4,2019-04-22T22:39:40,,16
2019-04-23T12:50:43.655+03:00,2019-04-23T15:45:26.572+03:00,4/23/2019,ee.humanitarianresponse.info:mSMq0RVpBgGQY1NU,4/23/2019,Ali,DRC,,YE21,YE2113,Araq market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,365,365,,,YE19,3,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit Vouchers,1,0,0,0,1,1,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,14,Private,Pumping_Station_or_Borehole,no,930,20,,32,yes,10000,0,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,513,,yes,dmg_storage,0,0,1,0,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,The increase of demand will be responded when the cash flow is available,v2ZtbFxdMLUeS6K3smMjSx,53722202,5d464220-8af9-4961-9ed5-8f38141c58d5,2019-04-23T12:45:28,,27
2019-04-23T15:45:30.430+03:00,2019-04-23T15:57:06.762+03:00,4/23/2019,ee.humanitarianresponse.info:mSMq0RVpBgGQY1NU,4/23/2019,Ali,DRC,,YE21,YE2113,Araq market,Urban,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,365,365,,,YE19,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Credit,0,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,90,90,,,yes,yes,,110,110,,,yes,yes,,500,500,,,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,24,Public,Pumping_Station_or_Borehole,no,960,20,,25,yes,2000,0,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,510,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,53723955,df8ee9da-a858-4024-86b1-64751715d99b,2019-04-23T12:57:19,,29
2019-04-25T08:53:27.131+03:00,2019-04-25T09:57:28.532+03:00,4/25/2019,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,4/23/2019,Ahmed,NRC,,YE18,YE1802,Alluheyah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,360,360,,,YE18,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,20,200,100,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE18,Vendor,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,4000,10,,10,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,512,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53910729,1d8714f8-29a3-4ac5-972a-989f6015f439,2019-04-25T06:57:31,,84
2019-04-23T15:56:16.749+03:00,2019-04-23T16:41:21.257+03:00,4/23/2019,ee.humanitarianresponse.info:SqywqbOq3a8O4jkI,4/23/2019,????,DRC,,YE21,YE2114,Al Jawl,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,yes,yes,,350,350,,,YE19,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,no,2,20,100,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Public,Treatment_Station,no,3000,3,,10,yes,2000,5000,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53729428,ae5983c3-c409-46f3-8383-714fed8a1b6e,2019-04-23T13:41:23,,31
2019-04-30T22:52:59.207+03:00,2019-04-30T22:58:21.400+03:00,4/30/2019,ee.humanitarianresponse.info:QnCuh6VnoxdxFZUS,4/29/2019,????,YSD,,YE23,YE2302,Arhab University,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE13,30,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,70,70,,,yes,yes,,180,180,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE13,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,1300,7,,10,yes,9000,13000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,525,,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,54436848,980e53b9-87bf-4feb-a3a1-56d0461f5e9d,2019-04-30T19:58:29,,180
