start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-04-23T02:33:11.651+03:00,2019-04-23T02:41:22.176+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/22/2019,???,TYF,,YE15,YE1512,Al Rahidah market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,440,440,,,yes,yes,,450,450,,,Do_not_know,,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,90,90,,,yes,yes,,170,170,,,yes,yes,,120,120,,,yes,no,9,500,556,,,YE15,Wholesaler,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,2,,7,no,,,Price_inflation Shortage_of_demand Supply_shortage,1,0,1,0,1,0,0,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53671043,77b4780d-da0f-465a-9365-fef9fe407547,2019-04-22T23:41:43,,22
2019-04-23T02:16:04.662+03:00,2019-04-23T02:25:46.899+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/22/2019,???,TYF,,YE15,YE1512,Al Rahidah market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,435,435,,,yes,yes,,440,440,,,YE26,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,180,180,,,yes,yes,,120,120,,,yes,no,9,500,556,,,YE15,Wholesaler,4,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,2000,2,,9,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,515,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53670794,64db211f-c296-45b6-9a83-505a194b8d31,2019-04-22T23:25:54,,20
2019-04-23T21:33:52.995+03:00,2019-04-23T22:27:50.015+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/23/2019,???,TYF,,YE15,YE1520,Dares market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,425,,,yes,yes,,430,430,,,Do_not_know,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,80,80,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,no,9,500,556,,,YE15,Wholesaler,,No_constraints,0,0,0,0,0,0,0,0,0,1,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,1,,7,no,,,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,520,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53766546,3b91ec37-16ac-43a6-b062-4074da115c93,2019-04-23T19:27:57,,38
2019-04-24T00:11:57.419+03:00,2019-04-24T00:20:48.954+03:00,4/24/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/23/2019,???,TYF,,YE15,YE1520,Mafraq Al Thekrah market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,430,430,,,yes,yes,,435,435,,,Do_not_know,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,no,100,200,160,,,yes,yes,,130,130,,,yes,no,8,450,563,,,YE15,Wholesaler,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2000,2,,8,no,,,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,yes,515,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53774136,42160ff6-2ee4-4b5a-b5ea-a6e1589a80bf,2019-04-23T21:20:59,,47
2019-04-23T01:20:48.958+03:00,2019-04-23T01:29:38.278+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/22/2019,???,TYF,,YE15,YE1512,Dimnat Khdeir,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,425,,,yes,yes,,430,430,,,YE24,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,no,125,400,256,,,yes,no,90,100,111,,,yes,no,8,450,563,,,YE15,Wholesaler,10,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,2000,1,,20,yes,3000,5000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,515,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53669645,5883dc29-fa0b-4062-a982-6bd8d08187ea,2019-04-22T22:29:45,,15
2019-04-19T21:28:08.371+03:00,2019-04-19T21:34:41.663+03:00,4/19/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/19/2019,????,NFDHR,,YE22,YE2209,Saqeen central market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,650,650,,,yes,yes,,600,600,,,YE18,8,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,570,570,,,YE13,Wholesaler,8,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,3500,4,,8,yes,5500,9000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,520,,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53455961,d1ca53f9-4d74-4339-a192-20bce02c33f1,2019-04-19T18:34:57,,11
2019-04-18T19:34:34.042+03:00,2019-04-18T19:39:18.774+03:00,4/18/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/18/2019,????,NFDHR,,YE23,YE2307,Mutnah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,600,600,,,YE18,7,Price_inflation Shortage_of_demand Supply_shortage Transportation_issues,1,0,1,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,90,90,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,580,580,,,YE13,Vendor,6,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,4200,5,,7,yes,6000,9000,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,550,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53369334,7d143255-a680-4098-83f1-04b5f9e06da8,2019-04-18T16:39:25,,7
2019-04-18T19:29:16.978+03:00,2019-04-18T19:34:28.978+03:00,4/18/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/18/2019,????,NFDHR,,YE23,YE2305,Al Hothaili al markazi,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,800,800,,,yes,yes,,750,750,,,YE18,10,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE13,Vendor,7,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,4000,5,,7,yes,6500,9000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,520,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53368688,fbac2960-14e4-4d20-b76e-b0689c2e05ba,2019-04-18T16:34:34,,6
2019-04-18T19:13:43.854+03:00,2019-04-18T19:23:51.611+03:00,4/18/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/18/2019,???,NFDHR,,YE23,YE2305,Al Hothaili,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,900,900,,,yes,yes,,700,700,,,YE18,15,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,140,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE13,Vendor,10,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,4500,4,,6,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,500,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53367896,e51886cf-b733-4179-ace2-852744b081bb,2019-04-18T16:23:56,,4
2019-04-18T18:47:46.079+03:00,2019-04-18T19:00:12.709+03:00,4/18/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/17/2019,????,NFDHR,,YE14,YE1413,Reda'a central market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,700,700,,,YE18,2,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,0,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,130,130,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE13,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,4500,4,,6,yes,7000,12000,Price_inflation Shortage_of_demand Government_regulations Transportation_issues,1,0,1,0,0,1,1,0,0,0,0,yes,520,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53366055,052f4b2a-6254-4502-b7bf-a56f4e23fd19,2019-04-18T16:00:19,,1
2019-04-19T21:18:59.684+03:00,2019-04-19T21:27:53.591+03:00,4/19/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,4/19/2019,?????,NFDHR,,YE22,YE2209,Saqeen,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,650,650,,,YE18,7,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,140,,,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE13,Vendor,6,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,3500,3,,7,yes,5000,8500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,yes,510,,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,53455575,c4eff038-61a4-4395-a50b-b34989856c06,2019-04-19T18:28:09,,10
2019-04-24T00:28:48.807+03:00,2019-04-24T00:36:47.388+03:00,4/24/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/23/2019,???,TYF,,YE15,YE1520,Al Ramdah market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,440,440,,,yes,yes,,450,450,,,YE24,4,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,200,200,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE15,Wholesaler,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,2300,4,,10,yes,2000,4000,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,yes,512,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53774903,a7dfb6ea-43f6-439b-954d-09b483e1d9e9,2019-04-23T21:36:59,,52
2019-04-23T01:49:30.594+03:00,2019-04-23T02:06:56.679+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/22/2019,???,TYF,,YE15,YE1512,Al Rahidah market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,440,440,,,yes,yes,,450,450,,,YE24,2,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage,1,1,0,1,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,200,200,,,yes,yes,,130,130,,,yes,yes,,600,600,,,YE15,Wholesaler,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Treatment_Station,yes,5000,1,,20,yes,2000,4000,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53670250,2256ea71-c9d3-4fb2-b9c0-a0c29a7a960f,2019-04-22T23:07:05,,18
2019-04-23T12:14:13.080+03:00,2019-04-23T12:38:51.759+03:00,4/23/2019,ee.humanitarianresponse.info:fqdvF1DbnBc6Eykv,4/22/2019,????,NRC,,YE17,YE1715,Al Madinah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,440,440,,,YE18,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,20,400,200,,,yes,yes,,150,150,,,yes,no,500,500,100,,,yes,yes,,600,600,,,YE17,Wholesaler,4,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,7500,10,,30,yes,7500,10500,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,512,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53699208,8231393c-e398-4081-aec0-8c6fce0f6a80,2019-04-23T09:39:02,,23
2019-04-23T12:02:24.983+03:00,2019-04-23T15:15:39.265+03:00,4/23/2019,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,4/21/2019,Mohammed,NRC,,YE17,YE1715,ALqat Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,750,750,,,yes,yes,,440,440,,,YE18,3,Price_inflation Insecurity_and_instability Government_regulations,1,0,0,1,0,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,20,350,175,,,yes,yes,,150,150,,,yes,no,500,500,100,,,yes,yes,,600,600,,,YE17,Vendor,7,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,7000,25,,25,no,,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53717862,3af57b57-1254-4d99-a7be-dc9387cb72c7,2019-04-23T12:15:43,,25
2019-04-25T10:37:44.997+03:00,2019-04-25T10:45:31.699+03:00,4/25/2019,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,4/24/2019,Mohammed,NRC,,YE17,YE1715,Almahabishah,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,700,700,,,yes,yes,,440,440,,,YE17,4,Price_inflation Insecurity_and_instability Government_regulations Transportation_issues,1,0,0,1,0,1,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,20,350,175,,,yes,yes,,150,150,,,yes,no,100,100,100,,,yes,yes,,600,600,,,YE17,Vendor,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,6500,20,,20,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53915773,aa620e12-5ee0-40b3-aa5b-2bda9f29bafc,2019-04-25T07:45:35,,88
2019-04-23T15:15:42.118+03:00,2019-04-23T15:29:19.558+03:00,4/23/2019,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,4/21/2019,Ahmed,NRC,,YE17,YE1713,Shamr,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,650,650,,,yes,yes,,440,440,,,YE18,5,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,120,120,,,yes,no,500,500,100,,,yes,yes,,600,600,,,YE17,Vendor,3,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,3000,8,,20,yes,2500,3500,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53719747,71cbe171-65c4-4e9f-be3c-5291e3abd729,2019-04-23T12:29:22,,26
2019-04-23T22:27:59.374+03:00,2019-04-23T22:39:03.888+03:00,4/23/2019,ee.humanitarianresponse.info:PZQr9qnBFQty0Mhn,4/23/2019,???,TYF,,YE15,YE1520,Jawlah Softeel market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,425,425,,,yes,yes,,430,430,,,YE24,6,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,no,135,400,237,,,yes,yes,,130,130,,,yes,yes,,600,600,,,YE15,Wholesaler,2,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Treatment_Station,no,2000,3,,8,no,,,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage,1,0,1,1,1,0,0,0,0,0,0,yes,514,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,53767071,ed3805ba-8733-41d4-a859-fb73be9cb51e,2019-04-23T19:39:13,,39
2019-04-24T15:44:23.370+03:00,2019-04-24T16:20:01.806+03:00,4/24/2019,ee.humanitarianresponse.info:MkBhW8z4emwKShDD,4/23/2019,Mohammed,NRC,,YE18,YE1806,Al Qanawis,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,360,360,,,YE18,6,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,no,20,300,150,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,600,600,,,YE18,Vendor,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,2500,15,,15,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,510,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,None,v2ZtbFxdMLUeS6K3smMjSx,53845564,80c59fc1-6a02-4b8f-a542-ff88a85f5d8b,2019-04-24T13:20:03,,78
